1.000000e+00 6.300000e+01 -4.996004e-15 6.300000e+01 0.000000e+00 6.300000e+01 6.300000e+01 0 5.700000e+01 0.000000e+00 5.700000e+01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -3.314488e-15 6.300000e+01 -1.265448e-15 6.300000e+01 6.300000e+01 1 5.913330e+00 3.330669e-16 5.913330e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -5.402519e-15 6.300000e+01 3.143432e-16 6.300000e+01 6.300000e+01 2 -5.657650e+00 -1.110223e-15 -5.657650e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -7.684730e-15 6.299999e+01 -8.519787e-16 6.300000e+01 6.299999e+01 3 5.245703e+00 1.387779e-15 5.245703e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -6.237749e-15 6.300000e+01 -2.464201e-16 6.300000e+01 6.300000e+01 4 -4.697915e+00 6.106227e-16 -4.697916e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -1.567442e-15 6.300000e+01 -1.242286e-15 6.300000e+01 6.300000e+01 5 4.041232e+00 1.554312e-15 4.041232e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -5.433055e-15 6.300000e+01 -2.344645e-15 6.300000e+01 6.300000e+01 6 -3.307585e+00 -1.110223e-16 -3.307585e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -3.215967e-15 6.300000e+01 0.000000e+00 6.300000e+01 6.300000e+01 7 2.532089e+00 1.110223e-16 2.532088e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -1.050726e-15 6.300000e+01 1.538370e-15 6.300000e+01 6.300000e+01 8 -1.751060e+00 5.551115e-17 -1.751060e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -9.120915e-16 6.300000e+01 -5.567057e-15 6.300000e+01 6.300000e+01 9 1.000000e+00 4.262974e-17 9.999996e-01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -8.486094e-16 6.300000e+01 2.533585e-15 6.300000e+01 6.300000e+01 10 -3.116383e-01 1.219109e-16 -3.116376e-01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 5.118982e-15 6.300000e+01 -6.938894e-15 6.300000e+01 6.300000e+01 11 -2.858308e-01 -8.326673e-17 -2.858304e-01 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 4.355459e-17 6.300000e+01 3.306756e-15 6.300000e+01 6.300000e+01 12 7.702260e-01 5.768888e-16 7.702257e-01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 2.006372e-15 6.300001e+01 6.474877e-15 6.300000e+01 6.300001e+01 13 -1.126479e+00 -2.220446e-16 -1.126479e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 4.242517e-15 6.300000e+01 0.000000e+00 6.300000e+01 6.300000e+01 14 1.347296e+00 0.000000e+00 1.347297e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 6.609079e-15 6.299999e+01 1.927984e-15 6.300000e+01 6.299999e+01 15 -1.433353e+00 -5.551115e-17 -1.433353e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 2.628556e-15 6.300000e+01 -2.927406e-15 6.300000e+01 6.300000e+01 16 1.393002e+00 -1.536520e-16 1.393001e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 1.328480e-15 6.300000e+01 3.319383e-15 6.300000e+01 6.300000e+01 17 -1.241527e+00 -3.439556e-16 -1.241527e+00 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 3.697998e-15 6.300000e+01 2.899786e-15 6.300000e+01 6.300000e+01 18 1.000000e+00 5.551115e-17 9.999996e-01 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 -8.626096e-16 6.300000e+01 -7.601791e-16 6.300000e+01 6.300000e+01 19 -6.937969e-01 -7.728844e-17 -6.937963e-01 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 1.846151e-15 6.300000e+01 3.510704e-15 6.300000e+01 6.300000e+01 20 3.508882e-01 -3.330669e-16 3.508885e-01 -0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 4.960596e-15 6.300000e+01 0.000000e+00 6.300000e+01 6.300000e+01 21 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 1.000000e+00
1.000000e+00 6.300000e+01 2.296226e-15 6.300001e+01 -1.012257e-15 6.300000e+01 6.300001e+01 22 -3.312333e-01 -1.922963e-16 -3.312341e-01 -0.000000e+00 1.000000e+00
